id,dateAdded,dateUpdated,address,categories,primaryCategories,city,claimed,country,cuisines,descriptions.dateSeen,descriptions.sourceURLs,descriptions.value,facebookPageURL,features.key,features.value,hours.day,hours.dept,hours.hour,imageURLs,isClosed,keys,languagesSpoken,latitude,longitude,menuPageURL,menus.amountMax,menus.amountMin,menus.category,menus.currency,menus.dateSeen,menus.description,menus.name,menus.sourceURLs,name,paymentTypes,phones,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province,sic,sourceURLs,twitter,websites,yearOpened
AV8wUoZya4HuVbedF3K0,2017-10-18T16:27:41Z,2018-07-19T21:04:37Z,91 1st Ave,"Restaurant,Deli Food,Vegetarian,Indian",Retail,New York,,US,"Deli Food,Vegetarian,Indian",,,,,,,,,,,,us/ny/newyork/911stave/1968509471,,40.726411,-73.986428,http://www.menupages.com/restaurants/dual-specialty-store/menu,6.75,6.75,,USD,"2018-01-02T09:37:04.163Z,2017-12-04T10:18:20.204Z,2017-12-03T10:01:54.354Z,2017-11-17T11:21:40.006Z,2017-12-14T10:22:13.251Z,2017-12-30T10:12:32.826Z,2017-11-20T10:27:05.696Z,2018-04-19T14:29:54.864Z,2017-12-13T09:54:03.730Z,2018-04-16T13:04:13.795Z,2017-11-22T11:01:46.262Z,2018-06-15T11:57:58.616Z,2018-01-06T10:19:46.447Z,2018-01-01T09:40:38.114Z,2018-01-08T10:10:35.852Z,2018-04-20T14:22:27.851Z,2018-05-11T16:43:18.421Z,2017-12-31T10:13:21.635Z,2017-12-25T10:09:07.414Z,2018-07-15T12:02:22.683Z,2018-05-01T12:37:16.705Z,2017-12-17T09:24:49.701Z,2017-11-26T10:27:41.339Z,2017-11-19T10:18:12.714Z,2018-03-08T13:43:42.381Z,2018-04-23T15:06:05.655Z,2017-11-24T09:19:06.408Z,2017-10-04T23:03:03.697Z,2017-11-16T10:47:29.442Z,2017-12-10T10:42:20.081Z,2018-07-12T11:11:15.295Z,2017-12-15T10:55:47.173Z,2017-12-24T10:29:59.686Z,2018-04-24T15:31:59.224Z,2018-07-16T21:33:35.579Z,2018-01-22T11:30:49.525Z,2017-11-23T10:54:36.615Z,2017-12-07T10:53:41.468Z,2018-01-21T11:17:49.929Z,2018-01-17T10:55:14.159Z,2017-12-28T09:53:40.758Z,2018-01-07T10:07:39.848Z,2017-12-09T11:02:39.367Z,2017-12-08T10:56:03.032Z,2017-12-27T10:03:33.299Z,2017-11-28T11:14:44.846Z,2018-05-10T15:07:58.679Z,2018-01-04T09:54:31.412Z,2017-12-01T11:57:49.513Z,2017-12-19T10:21:47.605Z,2018-04-27T13:22:26.504Z,2018-01-23T10:24:41.747Z,2017-12-22T10:24:13.031Z,2017-12-23T10:49:22.211Z,2018-01-10T11:04:58.631Z,2018-06-01T17:36:54.572Z,2017-12-29T09:45:10.147Z,2017-12-21T17:36:22.629Z,2017-11-21T10:54:52.406Z,2018-06-20T13:28:32.513Z,2018-01-25T11:14:03.524Z,2017-11-18T11:25:54.721Z,2018-07-13T14:30:09.229Z,2017-12-18T09:23:22.990Z,2018-07-17T07:55:45.342Z,2018-04-21T17:12:46.660Z,2018-01-03T09:36:26.826Z,2017-12-11T10:08:25.505Z,2017-12-16T11:21:49.416Z,2017-10-19T02:55:38.173Z,2018-01-05T09:26:51.331Z,2018-07-12T02:21:08.590Z,2018-03-15T11:43:12.016Z,2018-04-17T14:08:02.148Z,2017-12-06T10:19:32.914Z,2017-12-12T10:01:17.932Z,2018-01-19T10:43:56.849Z,2017-11-29T11:14:59.498Z,2017-11-25T10:10:41.142Z,2018-07-12T19:46:38.678Z,2017-12-20T10:29:32.606Z,2017-12-26T10:03:50.308Z,2017-12-05T10:14:12.968Z",,Earth Mama Angel Baby,http://www.menupages.com/restaurants/dual-specialty-store/menu,Dual Specialty Store,,(212) 979-6045,10003,,,,NY,,"https://www.allmenus.com/ny/new-york/361863-dual-specialty-store/menu/,http://www.menupages.com/restaurants/dual-specialty-store/,http://www.menupages.com/restaurants/dual-specialty-store/menu",,,
AWLDrFrYa4HuVbedPf7Y,2018-04-13T21:14:22Z,2018-07-19T21:04:18Z,1306 1st Ave,"Restaurant,Vegetarian,Salads",Accommodation & Food Services,New York,,US,"Vegetarian,Salads",,,,,,,,,,,,us/ny/newyork/13061stave/-348276285,,40.766884,-73.956663,http://www.menupages.com/restaurants/just-salad-12/menu,3.99,3.99,Soup,USD,2018-05-20T21:50:37.970Z,Small is 190 calories Large is 380 calories,Roasted Red Pepper ampamp Smoked Gouda,https://www.allmenus.com/ny/new-york/389159-just-salad-1st-aveupper-east-side/menu/,Just Salad (1st Ave:Upper East Side),,(212) 244-1111,10021,,,,NY,,"http://www.menupages.com/restaurants/just-salad-12/menu,https://www.allmenus.com/ny/new-york/389159-just-salad-1st-aveupper-east-side/menu/,http://www.menupages.com/restaurants/just-salad-12/",,,
AV8wURXJ3-Khe5l_YO1P,2017-10-18T16:27:40Z,2018-07-19T21:04:05Z,498 9th Ave,"Restaurant,Middle Eastern,Vegetarian",Accommodation & Food Services,New York,,US,"Middle Eastern,Vegetarian",,,,,,,,,,,,us/ny/newyork/4989thave/1876341438,,40.755618,-73.994267,http://www.menupages.com/restaurants/old-jerusalem-restaurant/menu,9.95,9.95,,USD,"2017-12-09T11:02:00.000Z,2018-07-12T11:07:16.253Z,2018-07-15T12:03:36.442Z,2018-03-15T11:42:34.499Z,2017-12-28T09:55:00.000Z,2017-12-16T11:21:00.000Z,2018-07-12T19:49:41.283Z,2017-12-23T10:49:00.000Z,2017-12-19T10:21:00.000Z,2018-01-15T10:50:00.266Z,2017-12-30T10:12:00.000Z,2017-11-24T09:06:00.000Z,2018-01-24T10:44:32.061Z,2018-01-08T10:10:00.000Z,2018-06-15T11:56:56.509Z,2018-04-21T17:03:34.806Z,2017-12-26T10:03:00.000Z,2017-11-26T10:27:00.000Z,2018-07-12T02:17:34.647Z,2018-04-27T13:26:21.627Z,2018-01-05T09:27:00.000Z,2017-12-06T10:19:00.000Z,2017-12-27T10:03:00.000Z,2017-12-20T10:31:00.000Z,2018-01-06T10:19:00.000Z,2017-12-12T10:01:00.000Z,2018-05-11T16:41:42.040Z,2018-07-11T17:09:03.937Z,2018-01-02T09:37:00.000Z,2017-11-23T10:53:00.000Z,2017-12-07T10:54:00.000Z,2018-04-23T15:03:50.803Z,2018-04-19T14:27:49.455Z,2018-07-13T14:29:45.669Z,2017-12-15T10:55:00.000Z,2017-12-14T10:21:00.000Z,2017-11-28T11:15:00.000Z,2018-07-17T07:50:24.521Z,2017-11-25T10:08:00.000Z,2017-11-22T11:00:00.000Z,2017-10-04T22:58:00.000Z,2018-04-16T13:02:41.550Z,2018-06-01T17:38:55.025Z,2018-04-17T14:07:36.635Z,2017-12-13T09:54:00.000Z,2017-12-17T09:25:00.000Z,2018-01-23T10:23:36.036Z,2017-12-25T10:08:00.000Z,2017-10-19T02:55:00.000Z,2018-01-03T09:36:00.000Z,2018-03-08T13:41:28.924Z,2017-12-18T09:23:00.000Z,2018-05-01T12:36:23.782Z,2017-12-05T10:13:00.000Z,2018-06-20T13:27:47.881Z,2018-01-17T10:54:17.956Z,2017-12-03T10:01:00.000Z,2017-11-20T10:25:00.000Z,2017-12-01T11:57:00.000Z,2018-01-22T11:39:13.330Z,2018-04-24T15:31:23.649Z,2017-12-24T10:29:00.000Z,2017-11-19T10:18:00.000Z,2017-11-18T11:23:00.000Z,2018-01-18T11:01:23.167Z,2018-07-16T21:29:00.130Z,2017-12-31T10:13:00.000Z,2017-12-11T10:08:00.000Z,2018-01-13T11:15:39.211Z,2017-12-04T10:17:00.000Z,2017-11-29T11:14:00.000Z,2018-01-01T09:40:00.000Z,2017-12-10T10:42:00.000Z,2017-11-17T11:21:00.000Z,2018-01-14T10:58:28.954Z,2018-01-04T09:54:00.000Z,2017-11-21T10:53:00.000Z,2017-12-08T11:03:00.000Z,2018-01-21T11:25:39.282Z,2018-05-10T15:07:13.461Z,2018-04-20T14:21:53.396Z,2017-12-22T10:23:00.000Z,2017-11-16T10:46:00.000Z,2018-01-07T10:09:00.000Z,2017-12-29T09:46:00.000Z",,0 Kufta Kebab,http://www.menupages.com/restaurants/old-jerusalem-restaurant/menu,Old Jerusalem Restaurant,,(212) 268-0796,10018,,,,NY,,"https://www.allmenus.com/ny/new-york/354916-old-jerusalem-restaurant/menu/,http://www.menupages.com/restaurants/old-jerusalem-restaurant/menu,http://www.menupages.com/restaurants/old-jerusalem-restaurant/",,,
AV8wUU_53-Khe5l_YO3o,2017-10-18T16:27:40Z,2018-07-19T21:04:01Z,371 W 34th St,"Restaurant,Vegetarian,Indian",Accommodation & Food Services,New York,,US,"Vegetarian,Indian",,,,,,,,,,,,us/ny/newyork/371w34thst/472649079,,40.753468,-73.995949,http://www.menupages.com/restaurants/patiala/menu,4.95,4.95,Bread,USD,2018-06-27T17:07:19.113Z,Paratha with spiced potatoes,Aloo Paratha,https://www.allmenus.com/ny/new-york/334472-patiala-indian-grill/menu/,Patiala Indian Grill,,(212) 564-8255,10001,,,,NY,,"https://www.allmenus.com/ny/new-york/334472-patiala-indian-grill/menu/,http://www.menupages.com/restaurants/patiala/menu,http://www.menupages.com/restaurants/patiala/",,,
AVwcuSIYkufWRAb5yUxB,2015-11-19T22:38:59Z,2018-07-19T21:03:59Z,235 Dekalb Ave,"New York City,Restaurant,Vegetarian,Indian",Accommodation & Food Services,Brooklyn,,US,"Vegetarian,Indian, Vegetarian-Friendly,Indian",,,,,,,,,,,,us/ny/brooklyn/235dekalbave/-1132793323,,40.68968,-73.96982,http://www.menupages.com/restaurants/rasoi-indian-pavilion/menu,11.25,11.25,Vegetarian,USD,"2018-03-30T23:00:45.353Z,2018-02-01T18:45:34.008Z,2018-04-25T18:12:13.419Z,2018-04-13T03:24:42.841Z,2018-02-14T05:12:52.742Z",peasampcomma potato ampamp cauliflower wcumin ampamp spices,Aloo Matar Gobi,https://www.allmenus.com/ny/brooklyn/321994-rasoi-indian-pavilion/menu/,Rasoi Indian Pavilion,,(718) 399-1300,11205,USD,12,18,NY,8129,"https://www.allmenus.com/ny/brooklyn/321994-rasoi-indian-pavilion/menu/,http://www.menupages.com/restaurants/rasoi-indian-pavilion/menu,http://www.menupages.com/restaurants/rasoi-indian-pavilion/",,http://rasoipavilion.com,
AV0BJkuP-gnIPe8DUvYQ,2017-07-02T02:34:33Z,2018-07-19T21:03:58Z,311 W 43rd St,"Chinese Restaurant,Restaurant,Cocktails,Vegetarian,Dim Sum,Chinese,Dim Sum Restaurant",Accommodation & Food Services,New York,,US,"Cocktails,Vegetarian,Dim Sum,Chinese",,,,,,,,,,,,us/ny/newyork/311w43rdst/-77668488,,40.758343,-73.990152,http://www.menupages.com/restaurants/hakkasan/menu,17,17,,USD,"2017-12-09T11:02:31.060Z,2018-01-05T09:27:19.743Z,2018-04-19T14:29:34.329Z,2017-11-29T11:13:39.554Z,2018-04-21T17:07:16.906Z,2018-01-07T10:08:57.586Z,2017-10-04T22:59:03.803Z,2017-11-20T10:25:33.400Z,2018-01-22T11:45:18.701Z,2017-10-19T02:55:22.612Z,2017-12-22T10:24:07.237Z,2017-12-25T10:08:26.072Z,2018-04-16T13:01:39.121Z,2018-07-11T17:11:06.437Z,2017-12-05T10:14:07.480Z,2017-12-15T10:55:40.013Z,2017-11-26T10:26:23.806Z,2017-12-23T10:48:38.995Z,2017-12-17T09:25:55.654Z,2017-11-24T09:27:41.876Z,2018-01-14T10:57:34.051Z,2017-12-13T09:53:10.080Z,2018-01-01T09:39:56.735Z,2017-12-16T11:22:16.523Z,2018-01-02T09:37:16.844Z,2018-01-06T10:20:09.566Z,2017-12-01T11:57:28.525Z,2018-01-15T10:49:51.415Z,2018-05-01T12:35:32.971Z,2017-12-07T10:54:09.085Z,2018-04-27T13:22:04.592Z,2017-11-25T10:08:50.692Z,2018-06-20T13:27:11.701Z,2017-12-27T10:03:03.197Z,2018-06-01T17:24:45.975Z,2018-07-15T12:04:24.868Z,2018-04-20T14:19:55.917Z,2017-11-21T10:53:49.020Z,2017-11-16T10:46:31.239Z,2018-07-12T11:04:51.185Z,2017-12-11T10:07:54.600Z,2018-05-11T16:39:20.023Z,2017-11-22T11:00:09.406Z,2018-04-17T14:06:02.708Z,2017-12-24T10:28:46.572Z,2018-03-15T11:41:14.682Z,2018-03-08T13:45:26.691Z,2018-04-23T14:59:45.964Z,2018-06-15T11:56:44.171Z,2017-12-21T17:34:38.197Z,2017-11-17T11:22:01.807Z,2018-05-10T15:04:11.351Z,2017-12-30T10:11:56.419Z,2017-11-23T10:54:27.348Z,2018-07-16T21:28:24.380Z,2018-01-17T10:54:34.337Z,2017-11-28T11:12:16.188Z,2017-12-26T10:03:23.428Z,2017-12-03T10:01:05.423Z,2018-01-03T09:36:04.426Z,2017-12-10T10:41:56.006Z,2017-12-19T10:21:40.154Z,2018-01-21T11:30:19.980Z,2017-12-31T10:13:42.256Z,2018-01-19T10:43:18.020Z,2017-12-28T09:54:04.278Z,2017-12-06T10:19:13.045Z,2018-07-12T02:14:50.813Z,2017-12-04T10:17:42.414Z,2017-12-14T10:22:06.391Z,2018-01-23T10:24:21.892Z,2017-12-12T10:00:30.562Z,2018-01-04T09:54:46.339Z,2018-01-24T10:45:25.816Z,2018-04-24T15:36:05.052Z,2017-12-08T11:09:01.375Z,2017-11-19T10:17:47.284Z,2017-11-18T11:23:37.780Z,2018-01-08T10:09:54.819Z,2017-12-29T09:45:28.407Z,2018-07-12T19:46:17.069Z,2018-07-13T14:28:25.324Z",,Stir Fry Lotus Root,http://www.menupages.com/restaurants/hakkasan/menu,Hakkasan,,(212) 776-1818,10036,USD,40,55,NY,,"https://foursquare.com/v/hakkasan/4ea832fe8b8154b19ffa31ad,http://www.menupages.com/restaurants/hakkasan/menu,http://www.menupages.com/restaurants/hakkasan/,https://foursquare.com/v/hakkasan/4ea832fe8b8154b19ffa31ad/menu,https://www.allmenus.com/ny/new-york/303985-hakkasan/menu/",,"http://www.hakkasan.com/newyork/,http://www.hakkasan.com",
AV8wU3vyIxWefVJwrRJM,2017-10-18T16:27:40Z,2018-07-19T21:03:55Z,413 Amsterdam Ave,"Restaurant,Vegetarian,Indian",Accommodation & Food Services,New York,,US,"Vegetarian,Indian",,,,,,,,,,,,us/ny/newyork/413amsterdamave/244936590,,40.783649,-73.977937,http://www.menupages.com/restaurants/saravanaa-bhavan/menu,3,3,Sides,USD,"2018-04-14T02:02:15.216Z,2018-04-16T04:39:41.951Z",,Steamed Rice,https://www.allmenus.com/ny/new-york/301435-saravanaa-bhavan/menu/,Saravanaa Bhavan,,(212) 721-7755,10024,,,,NY,,"http://www.menupages.com/restaurants/saravanaa-bhavan/menu,http://www.menupages.com/restaurants/saravanaa-bhavan/,https://www.allmenus.com/ny/new-york/301435-saravanaa-bhavan/menu/",,,
AVzpCHqC-gnIPe8DUJlP,2017-06-27T10:11:05Z,2018-07-19T21:03:50Z,208 1st Ave,"Pizza,Restaurant,Middle Eastern,Vegetarian,Restaurants",Accommodation & Food Services,New York,,US,"Pizza,Middle Eastern,Lebanese,Vegetarian",,,,,,,,,,,,us/ny/newyork/2081stave/-1396415115,,40.73025,-73.983001,http://www.menupages.com/restaurants/balade/menu,11,11,,USD,"2018-07-12T19:45:55.417Z,2018-04-16T13:01:07.874Z,2018-04-21T17:06:29.959Z,2018-04-19T14:29:03.093Z,2018-07-13T14:28:07.737Z,2018-04-20T14:19:27.424Z,2018-06-15T11:56:33.170Z,2018-03-15T11:40:51.957Z,2018-07-11T17:10:41.962Z,2018-01-24T10:45:13.653Z,2018-04-27T13:21:41.613Z,2018-04-24T15:35:23.472Z,2018-07-12T02:13:54.433Z,2018-06-01T17:24:09.802Z,2018-07-15T12:08:52.458Z,2018-07-17T07:53:54.281Z,2018-05-11T16:38:49.938Z,2018-05-10T15:03:45.117Z,2018-07-16T21:28:00.641Z,2018-03-08T13:44:57.609Z,2018-06-20T13:27:01.842Z,2018-04-23T14:59:16.566Z,2018-05-01T12:35:14.243Z,2018-07-12T11:04:21.502Z,2018-04-17T14:05:44.182Z",,Taste of Lebanon Manakeesh,http://www.menupages.com/restaurants/balade/menu,Balade,,(212) 529-6868,10009,,,,NY,,"https://www.allmenus.com/ny/new-york/291393-balade/menu/,http://www.menupages.com/restaurants/balade/,http://www.citysearch.com/profile/603448872/new_york_ny/balade.html,http://www.menupages.com/restaurants/balade/menu",,http://www.baladerestaurants.com/,
AVzoKWkq3D1zeR_xCaeW,2017-06-27T06:07:27Z,2018-07-19T21:03:33Z,106 Bayard St,"Restaurant,Vegetarian,Thai,Restaurants",Accommodation & Food Services,New York,,US,"Vegetarian,Thai",,,,,,,,,,"https://cdn.gbot.me/img/placeholders/Restaurant/10000000000003/2-500x375.jpg,https://cdn.gbot.me/img/fb_icon.jpg",,us/ny/newyork/106bayardst/-1032668853,,40.716338,-73.999867,http://www.menupages.com/restaurants/pongsri-thai-restaurant-3/menu,4.95,4.95,Appetizers,USD,"2018-05-07T07:02:46.479Z,2018-02-01T17:06:58.318Z,2018-06-26T10:04:42.851Z,2018-05-13T04:37:44.501Z,2018-04-25T23:45:07.124Z,2018-04-18T19:33:07.051Z,2018-06-14T12:25:10.556Z",fried thai spring roll stuffed with bean threadampcomma cabbage and carrots served with thai sweet and sour sauce,A1 Fried Spring Roll,https://www.allmenus.com/ny/new-york/308344-pongsri-thai-restaurant/menu/,Pongsri Thai Restaurant,"American Express,Mastercard,Visa",(212) 349-3132,10013,,,,NY,,"http://www.menupages.com/restaurants/pongsri-thai-restaurant-3/,http://www.citysearch.com/profile/7113363/new_york_ny/pongsri_thai_restaurant.html,https://www.trip.com/new-york-city/restaurants/pongsri-thai-restaurant,http://www.menupages.com/restaurants/pongsri-thai-restaurant-3/menu,https://www.allmenus.com/ny/new-york/308344-pongsri-thai-restaurant/menu/",,"http://www.pongsri.net,http://www.pongsri.com/",
AV8wUQH5IxWefVJwrQ-g,2017-10-18T16:27:40Z,2018-07-19T21:03:24Z,81 St Marks Pl,"Restaurant,Middle Eastern,Vegetarian",Accommodation & Food Services,New York,,US,"Middle Eastern,Vegetarian",,,,,,,,,,,,us/ny/newyork/81stmarkspl/2035429109,,40.727836,-73.985442,http://www.menupages.com/restaurants/cafe-rakka/menu,2.5,2.5,Sides,USD,"2018-04-17T01:33:09.029Z,2018-04-10T10:14:20.579Z,2018-05-03T08:09:17.781Z,2018-02-13T11:32:31.759Z,2018-02-03T05:04:21.357Z,2018-05-12T09:36:01.944Z",,46 Rice WVermicelli,https://www.allmenus.com/ny/new-york/7745-cafe-rakka/menu/,Cafe Rakka,,(212) 982-9166,10003,,,,NY,,"http://www.menupages.com/restaurants/cafe-rakka/menu,https://www.allmenus.com/ny/new-york/7745-cafe-rakka/menu/,http://www.menupages.com/restaurants/cafe-rakka/",,http://caferakka-nyc.com,
AVzA0t9LLD2H7whiWEcl,2017-06-19T14:47:44Z,2018-07-19T21:03:23Z,2 W 32nd St,"Restaurant,Vegetarian,Dumpling Restaurant,Beverages-Distributors and Bottlers,Korean,Korean Restaurant",Accommodation & Food Services,New York,yellowpages.com,US,"Vegetarian,Korean",,,,,,,,,,https://i1.ypcdn.com/ypu/images/default-thumbnails/thumbnail-1.svg%252525252525252525252525252525252525252525252525252525253F4674c84,,us/ny/newyork/2w32ndst/-380143063,,40.74712,-73.986213,http://www.menupages.com/restaurants/mandoo-bar/menu,11,11,Noodles,USD,"2018-02-10T08:53:39.490Z,2018-05-24T08:08:13.195Z",v stirfried thick flour noodles with carrotampcomma mushroomampcomma onion and other assorted vegetables,23 Vegetable Noodle,https://www.allmenus.com/ny/new-york/4773-mandoo-bar/menu/,Mandoo Bar,,(212) 279-3075,10001,USD,25,40,NY,,"https://foursquare.com/v/mandoo-bar/4140ee80f964a520861c1fe3,http://www.menupages.com/restaurants/mandoo-bar/menu,http://www.menupages.com/restaurants/mandoo-bar/,https://www.yellowpages.com/new-york-ny/mip/mandoo-bar-7343351,https://foursquare.com/v/mandoo-bar/4140ee80f964a520861c1fe3/menu,https://www.allmenus.com/ny/new-york/4773-mandoo-bar/menu/",,"http://mandoobarnyc.com/,http://www.mandoobarny.com",
AV8wUMs0a4HuVbedF3A-,2017-10-18T16:27:40Z,2018-07-19T21:03:23Z,1185 6th Ave,"Restaurant,Vegetarian,Indian",Accommodation & Food Services,New York,,US,"Vegetarian,Indian",,,,,,,,,,,,us/ny/newyork/11856thave/111621353,,40.757872,-73.982544,http://www.menupages.com/restaurants/utsav/menu,15,15,Subziyan,USD,"2018-05-24T07:47:23.241Z,2018-04-25T12:29:34.891Z",an assortment of seasonal fresh vegetables cooked in a mild almond sauce,Navratan Korma,https://www.allmenus.com/ny/new-york/3115-utsav/menu/,Utsav,,(212) 575-2525,10036,,,,NY,,"http://www.menupages.com/restaurants/utsav/,https://www.allmenus.com/ny/new-york/3115-utsav/menu/,http://www.menupages.com/restaurants/utsav/menu",,http://www.utsavny.com,
AV8wURVe3-Khe5l_YO1L,2017-10-18T16:27:37Z,2018-07-19T21:02:47Z,7706 New Utrecht Ave,"Restaurant,Vegetarian,Chinese",Accommodation & Food Services,Brooklyn,,US,"Vegetarian,Chinese",,,,,,,,,,,,us/ny/brooklyn/7706newutrechtave/-1931537875,,40.614072,-74.000703,http://www.menupages.com/restaurants/orchid-dynasty/menu,11.95,11.95,Fried Rice,USD,"2018-04-08T19:24:30.204Z,2018-01-31T07:39:36.477Z,2018-04-17T09:29:30.744Z,2018-02-14T23:31:18.619Z,2018-05-27T23:49:40.470Z",,43 Fujian Fried Rice,https://www.allmenus.com/ny/brooklyn/478512-orchid-dynasty/menu/,Orchid Dynasty,,(718) 837-2017,11214,,,,NY,,"http://www.menupages.com/restaurants/orchid-dynasty/,http://www.menupages.com/restaurants/orchid-dynasty/menu,https://www.allmenus.com/ny/brooklyn/478512-orchid-dynasty/menu/",,,
AV8wUVNba4HuVbedF3Fu,2017-10-18T16:27:37Z,2018-07-19T21:02:43Z,4461 11th St,"Restaurant,Local/Organic,Vegetarian,Coffee and Tea,Vegan",Accommodation & Food Services,Long Island City,,US,"Local/Organic,Vegetarian,Coffee and Tea,Vegan",,,,,,,,,,,,us/ny/longislandcity/446111thst/1291737400,,40.747986,-73.949532,http://www.menupages.com/restaurants/the-mill-2/menu,3.74,3.74,Baked Goods,USD,"2018-06-06T22:48:53.187Z,2018-05-06T11:18:14.373Z,2018-04-17T09:18:32.733Z",,Croissant,https://www.allmenus.com/ny/long-island-city/466197-the-mill-coffee-house/menu/,The Mill Coffee House,,(718) 843-6455,11101,,,,NY,,"http://www.menupages.com/restaurants/the-mill-2/menu,http://www.menupages.com/restaurants/the-mill-2/,https://www.allmenus.com/ny/long-island-city/466197-the-mill-coffee-house/menu/",,http://www.themillcoffeelic.com,
AVwd3hqiByjofQCxtMxV,2016-03-28T05:51:08Z,2018-07-19T21:02:43Z,5906 8th Ave,"Vietnamese Restaurant Sunset Park,Restaurant,Vietnamese Restaurant,Vegetarian,Vietnamese",Accommodation & Food Services,Brooklyn,,US,"Vegetarian,Vietnamese",,,,,,,,,,,,us/ny/brooklyn/59068thave/302609515,,40.636009,-74.009363,http://www.menupages.com/restaurants/new-saigon-2/menu,7.95,7.95,Do Chay,USD,"2018-05-28T00:22:44.926Z,2018-05-07T05:02:12.577Z,2018-02-02T23:15:13.690Z,2018-04-17T09:15:51.320Z",sauteed chinese vegetables with oyster sauce,83 Cai Ngot Xao Dau Hao,https://www.allmenus.com/ny/brooklyn/476189-new-saigon/menu/,New Saigon,,(718) 492-8916,11220,USD,25,40,NY,,"http://www.menupages.com/restaurants/new-saigon-2/menu,http://www.menupages.com/restaurants/new-saigon-2/,https://foursquare.com/v/new-saigon/534f17d0498e3cedb11c4d12,https://www.allmenus.com/ny/brooklyn/476189-new-saigon/menu/",,,
AWLCz6SJa4HuVbedPf4I,2018-04-13T21:14:07Z,2018-07-19T21:02:35Z,321 W 49th St,"Restaurant,Vegetarian,Salads",Accommodation & Food Services,New York,,US,"Vegetarian,Salads",,,,,,,,,,,,us/ny/newyork/321w49thst/-1002382885,,40.761909,-73.987143,http://www.menupages.com/restaurants/just-salad-7/menu,7.99,7.99,Build Your Own Salad and Wraps,USD,"2018-04-13T03:25:21.397Z,2018-05-21T04:23:00.447Z,2018-04-25T18:30:50.138Z,2018-05-07T18:53:21.847Z,2018-05-26T11:54:10.076Z",Whole wheat wrap Includes four essentials and one dressing,Build Your Own Wrap,https://www.allmenus.com/ny/new-york/321208-just-salad-midtown-west-worldwide-plaza/menu/,Just Salad (Midtown West: Worldwide Plaza),,(212) 244-1111,10019,,,,NY,,"http://www.menupages.com/restaurants/just-salad-7/,http://www.menupages.com/restaurants/just-salad-7/menu,https://www.allmenus.com/ny/new-york/321208-just-salad-midtown-west-worldwide-plaza/menu/",,http://justsalad.com,
AWLBuuCZ3-Khe5l_h7wj,2018-04-13T21:14:07Z,2018-07-19T21:02:25Z,600 3rd Ave,"Restaurant,Vegetarian,Salads",Accommodation & Food Services,New York,,US,"Vegetarian,Salads",,,,,,,,,,,,us/ny/newyork/6003rdave/1524548406,,40.749256,-73.97584,http://www.menupages.com/restaurants/just-salad-5/menu,9.99,9.99,Chef Designed Salads,USD,"2018-05-07T10:21:37.029Z,2018-05-26T17:24:04.176Z,2018-05-15T08:30:41.269Z,2018-04-18T18:55:28.137Z",Supergreens Blend Tofu Carrot Edamame Slaw Avocado Roasted Broccoli Toasted Almonds Furikake Shake Suggested Dressing Miso Ginger Vinaigrette,Tokyo Supergreens Salad Tofu,https://www.allmenus.com/ny/new-york/315846-just-salad-murray-hill/menu/,Just Salad (Murray Hill),,(212) 244-1111,10016,,,,NY,,"http://www.menupages.com/restaurants/just-salad-5/menu,https://www.allmenus.com/ny/new-york/315846-just-salad-murray-hill/menu/,http://www.menupages.com/restaurants/just-salad-5/",,,
AVzA0-cV-gnIPe8DScJl,2017-06-19T14:48:51Z,2018-07-19T21:01:03Z,95 Greenwich Ave,"American (New),Restaurant,Local/Organic,Vegetarian,Caf",Accommodation & Food Services,New York,,US,"American (New),Local/Organic,Vegetarian",,,,,,,,,,,,us/ny/newyork/95greenwichave/1196009034,,40.737417,-74.00175,http://www.menupages.com/restaurants/nourish-kitchen-and-table/menu,4,4,Good Morning  Sample Menu,USD,"2018-05-29T17:59:53.654Z,2018-02-08T01:37:18.377Z,2018-02-02T02:33:35.114Z",local blueberriesampcomma lemon zest,Asher39s Scone,https://www.allmenus.com/ny/new-york/361897-nourish-kitchen-and-table/menu/,Nourish Kitchen and Table,,(212) 242-6115,10014,USD,25,40,NY,,"https://www.allmenus.com/ny/new-york/361897-nourish-kitchen-and-table/menu/,https://www.trip.com/new-york-city/restaurants/nourish-kitchen-and-table,http://www.menupages.com/restaurants/nourish-kitchen-and-table/menu,https://foursquare.com/v/nourish-kitchen--table/517988a4d86cabb61b62c4f5,http://www.menupages.com/restaurants/nourish-kitchen-and-table/",,http://www.nourishkitchentable.com,
